t,count
1741052964,0
1741052965,0
1741052966,0
1741052967,0
1741052968,0
1741052969,0
1741052970,0
1741052971,0
1741052972,0
1741052973,0
1741052974,0
1741052975,0
1741052976,0
1741052977,0
1741052979,0
1741052980,0
1741052981,0
1741052982,0
1741052983,0
1741052984,0
1741052985,0
1741052986,0
1741052987,0
1741052988,0
1741052989,0
1741052990,0
1741052991,0
1741052992,0
1741052993,0
1741052994,0
1741052995,0
1741052996,0
1741052997,0
1741052998,0
1741052999,0
1741053000,0
1741053001,0
1741053002,56
1741053003,131
1741053004,135
1741053005,135
1741053006,167
1741053007,173
1741053008,193
1741053009,196
1741053010,204
1741053011,204
1741053012,207
1741053013,207
1741053013,207
1741053013,207
