t,value
1741052219,0
1741052220,0
1741052221,0
1741052222,0
1741052223,0
1741052224,0
1741052225,0
1741052226,0
1741052227,0
1741052228,0
1741052229,0
1741052230,0
1741052231,0
1741052232,0
1741052233,0
1741052234,0
1741052235,0
1741052236,0
1741052237,0
1741052238,0
1741052239,0
1741052240,0
1741052241,0
1741052242,0
1741052243,0
1741052244,0
1741052245,0
1741052246,0
1741052247,0
1741052248,0
1741052249,0
1741052250,0
1741052251,0
1741052252,0
1741052253,0
1741052254,0
1741052255,13
1741052256,13
1741052257,13
1741052258,13
1741052259,13
1741052260,8
1741052261,2
1741052262,1
1741052263,1
1741052264,2
1741052265,2
1741052267,1
1741052268,1
1741052269,2
1741052270,0
1741052271,0
1741052271,0
1741052271,0
1741052271,0
