t,count
1741051317,0
1741051318,0
1741051319,0
1741051320,0
1741051321,0
1741051322,0
1741051323,0
1741051324,0
1741051325,0
1741051326,0
1741051327,0
1741051328,0
1741051329,0
1741051330,0
1741051331,0
1741051332,0
1741051333,0
1741051334,0
1741051335,0
1741051336,0
1741051337,0
1741051338,0
1741051339,0
1741051340,0
1741051341,0
1741051342,0
1741051343,0
1741051344,0
1741051345,0
1741051346,0
1741051347,0
1741051348,0
1741051349,0
1741051350,0
1741051351,357302300
1741051352,2526269200
1741051353,2526269200
1741051354,2526269200
1741051355,2961926600
1741051356,3046975400
1741051356,3046975400
1741051356,3046975400
1741051356,3046975400
