t,value
1741054259,0
1741054261,0
1741054262,0
1741054263,0
1741054264,0
1741054265,0
1741054266,0
1741054267,0
1741054268,0
1741054269,0
1741054270,0
1741054271,0
1741054272,0
1741054273,0
1741054274,0
1741054275,0
1741054276,0
1741054277,0
1741054278,0
1741054279,0
1741054280,0
1741054281,1000
1741054282,1000
1741054283,1000
1741054284,1000
1741054285,1000
1741054286,1000
1741054287,1000
1741054288,1000
1741054289,1000
1741054290,1000
1741054291,1000
1741054292,165166
1741054293,233429
1741054294,2750733
1741054295,3633377
1741054296,3633377
1741054297,17094212
1741054298,17128418
1741054299,17128418
1741054299,17128418
1741054299,17128418
