t,count
1741053167,0
1741053168,0
1741053169,0
1741053170,0
1741053171,0
1741053172,0
1741053173,0
1741053174,0
1741053175,0
1741053176,0
1741053177,0
1741053178,0
1741053179,0
1741053180,0
1741053181,0
1741053182,0
1741053183,0
1741053184,0
1741053186,0
1741053187,0
1741053188,0
1741053189,0
1741053190,0
1741053191,0
1741053192,0
1741053193,0
1741053194,0
1741053195,0
1741053196,0
1741053197,0
1741053198,0
1741053199,0
1741053200,0
1741053201,0
1741053202,0
1741053203,0
1741053204,0
1741053205,0
1741053206,490815
1741053207,523344
1741053208,523344
1741053209,626231
1741053210,1886626
1741053211,2582638
1741053212,5132620
1741053213,5564680
1741053214,5564680
1741053215,5564680
1741053215,5564680
1741053215,5564680
1741053216,5564680
