t,count
1741050169,0
1741050170,0
1741050171,0
1741050172,0
1741050174,0
1741050175,0
1741050176,0
1741050177,0
1741050178,0
1741050179,0
1741050180,0
1741050181,0
1741050182,0
1741050183,0
1741050184,0
1741050185,0
1741050186,0
1741050187,0
1741050188,0
1741050189,0
1741050190,0
1741050191,0
1741050192,0
1741050193,0
1741050194,0
1741050195,0
1741050196,0
1741050197,0
1741050198,0
1741050199,0
1741050200,0
1741050201,0
1741050202,0
1741050203,0
1741050204,0
1741050205,0
1741050206,0
1741050207,0
1741050208,0
1741050209,0
1741050210,0
1741050211,0
1741050212,934563500
1741050213,934563500
1741050214,2818970400
1741050215,2818970400
1741050216,2818970400
1741050217,10026275000
1741050218,13137377400
1741050219,16725377700
1741050220,17340534400
1741050220,17340534400
1741050220,17340534400
1741050220,17340534400
