t,count
1741053777,0
1741053779,0
1741053780,0
1741053781,0
1741053782,0
1741053783,0
1741053784,0
1741053785,0
1741053786,0
1741053787,0
1741053788,0
1741053789,0
1741053790,0
1741053791,0
1741053792,0
1741053793,0
1741053794,0
1741053795,0
1741053796,0
1741053797,0
1741053798,0
1741053799,0
1741053800,0
1741053801,0
1741053802,0
1741053803,0
1741053804,0
1741053805,0
1741053806,0
1741053807,0
1741053808,0
1741053809,0
1741053810,0
1741053811,0
1741053812,0
1741053813,626413800
1741053814,1261232300
1741053815,2203003900
1741053816,2203003900
1741053817,2203003900
1741053819,2612673900
1741053820,2778408700
1741053821,2940546300
1741053822,3000224000
1741053822,3007607700
1741053822,3007607700
1741053823,3007607700
