t,count
1741050388,0
1741050389,0
1741050390,0
1741050391,0
1741050392,0
1741050393,0
1741050394,0
1741050395,0
1741050396,0
1741050397,0
1741050398,0
1741050399,0
1741050400,0
1741050401,0
1741050402,0
1741050403,0
1741050404,0
1741050405,0
1741050406,0
1741050407,0
1741050408,0
1741050409,0
1741050410,0
1741050411,0
1741050412,0
1741050413,0
1741050414,0
1741050415,0
1741050416,0
1741050417,0
1741050418,0
1741050419,0
1741050420,0
1741050421,0
1741050422,0
1741050423,0
1741050424,0
1741050425,25254
1741050426,668283
1741050427,668283
1741050429,668283
1741050430,668283
1741050431,43510719
1741050432,43510719
1741050433,43510719
1741050433,43510719
1741050433,43510719
1741050434,43510719
