t,value
1741048720,0
1741048721,0
1741048722,0
1741048723,0
1741048724,0
1741048725,0
1741048726,0
1741048727,0
1741048728,0
1741048729,0
1741048730,0
1741048731,0
1741048732,0
1741048734,0
1741048735,0
1741048736,0
1741048737,0
1741048738,0
1741048739,0
1741048740,0
1741048741,0
1741048742,0
1741048743,0
1741048744,0
1741048745,0
1741048746,0
1741048747,0
1741048748,0
1741048749,0
1741048750,0
1741048751,0
1741048752,0
1741048753,0
1741048754,0
1741048755,0
1741048756,0
1741048757,0
1741048758,0
1741048759,0
1741048760,0
1741048761,2
1741048762,8
1741048763,21
1741048764,21
1741048765,37
1741048766,42
1741048766,42
1741048766,42
1741048766,42
